text,time
等警方一个官方调查通报吧，这事现在看都不好说,21-3-1 23:18
4:06，事发地点距离周某的家仅有600多米的距离……,21-3-1 23:04
看到副驾驶要跳车窗都不拦一下的吗。。。？不符合常理吧。。。,21-3-1 22:45
那司机不管是什么心思，故意不说话存心吓人，导致女孩跳车死了。那这责任就跑不了,21-3-1 22:35
一键报警录音录像异常停留定位现在都是这些产品的基本安全功能已经很成熟了APP不装这些功能完全就是觉得没必要非要等出事了才补救,21-3-1 22:32
深圳依时货拉拉，有本事正面刚！,21-3-1 22:31
强制货车不拉人那就惨了,21-3-1 22:29
唉愿早日水落石出，以告慰逝者。,21-3-1 22:18
按照新闻来看，死者是和司机发生误解才跳车的，司机选择的偏航路线没有什么不妥，只是与死者沟通不畅所以死者心生疑虑才选择跳车自保。死者太不明智了，除了车祸，什么危险也不能跳车，自己的生命最重要。不能因为人死了就偏护死者，希望警方公布详细的调查结果，还各方一个公道。,21-3-1 22:08
偏航可能有很多原因，我昨天打车的时候，的哥两次偏航，我就说了句，师傅是不是前面堵车了，你偏航了，师傅说，是的前面堵得厉害过不去。没多久，师傅转了弯就到了。既然在车上或者在封闭的操作地方，要委婉地提出，不能激怒人家。也许有人觉得，要力争，这个可以事后投诉或者别的，首先得保护好自己,21-3-1 22:04
大晚上九点半偏航三次，路线也不在导航的路线中，这个点会堵车吗？,21-3-1 21:54
货拉拉司机对乘客的前两次偏航疑问置之不理，是造成女乘客跳车死亡的一个原因，司机和平台对半承担责任。,21-3-1 21:34
平时台的安全保障义务。,21-3-1 21:12
两次询问司机为何变道，未得到答复；第三次变道后跳车。过失致人死亡罪，刑拘。民事责任，货拉拉的平台基本的安全保障义务。,21-3-2 08:51
明显那个司机不怀好意啊，三次偏航恐怕他自己也在犹豫或者找机会想作案。结果吓得那个女孩子跳车求生。,21-3-1 21:11
货拉拉的司机很多素质不高，而且投诉要实名，这他妈搬个家人家知道你住址，谁敢投诉,21-3-1 20:50
【关注！#央视复盘货拉拉事件#】小货车为何多次偏航？记者走访发现，事发路段光线较差，当地居民称，由于该条路红绿灯和车辆都比较少，他们出行也会选择走这条路。路边一工厂的监控显示，涉事车辆当晚驶过时，副驾车窗疑似未关。目前坠车原因仍待调查。法律专家认为，平台应承担基本的安全保障义务↓央视新闻的微博视频,21-3-1 20:48
每一次整改都是人命堆积出来的，平台为什么只想着自己的利益，不想想使用平台的人的安全呢？？,21-3-1 20:50
综合了现在的证据，我个人猜测，应该是女孩搬家没人帮导致司机等候了太久，因而心生不满。偏航主要是因为路熟红绿灯少（路线本真没太大问题）。女孩因偏航质疑，司机生闷气不予回答或者发生口角，女孩以为司机意图不轨从而跳车。,21-3-1 20:56
看看这些营销号,21-3-1 20:49
我在淄博市，我是一个男生，在19年和20年用过几次货拉拉拉货，真的很不正规，我搬家的时候找搬家公司都不找他们，他们真的是随意要价，没有滴滴服务态度好，真的不规范，而且，为什么滴滴出事这么久了，货拉拉一直没有任何的改进？为什么呢？,21-3-1 22:04
合理定责吧，车窗不是责任原因吧,21-3-1 20:52
我要是货拉拉，这次之后就规定所有货车司机都不准载人了。你要跟车？那就自己打车跟着吧。,21-3-1 21:13
奇怪了，偏航问你为啥偏航，你因为心情不好，就不回答了？？,21-3-1 22:11
复制粘贴的营销号好烦人,21-3-1 20:52
有了她的宠物，她怎么可能舍得丢弃它自己走，也不知道她当时多害怕才会选择这个方式💔,21-3-1 20:50
这一跳，可以看出，女生活在这世界真的犹如惊弓之鸟。三次偏航，每次转向都去往更偏更暗的地方，这种情况下，独自一人谁不害怕？偏航后，女生多次询问为什么，司机完全不答不理会，理由是心情不好。车上就他们两个人，问话置之不理，脸色表情不好，把车开向陌生偏僻路线，说没问题你信？,21-3-1 22:30
“任何人都不能随随便便判定一个人有罪，除非证据确凿”——《十二公民》/我相信我们的法律系统,21-3-1 21:16
如果没有得到关注的话，想让他们整改真的很难,21-3-1 20:51
讲真这个货拉拉司机给人感觉很奇怪。我之前也是货拉拉搬家的，但人家小伙子全程帮我把东西搬上搬下，基本没让我扛一下东西。大夏天的一个下午全部搬完，态度很好还很耐心。收费也没满天要价，真的就是赚辛苦钱。这个司机没搬东西，态度还差，说他整个过程中没点小心思都不太相信。,21-3-1 21:46
连续偏航，大晚上的一个女生，肯定会害怕😱,21-3-1 21:18
不懂就问，车窗没关会有啥问题吗,21-3-1 20:49
相信警察吧营销号别带了别整的自己比警察还懂一样🙅,21-3-1 22:22
以后单身女性搬家稍微有点难了,21-3-1 20:50
换条路就被叫做偏航，我一天要偏航几百次,21-3-1 20:51
没有调查就没有发言权，人命关天不能乱下结论。还是等调查结！！！,21-3-1 21:05
司机难逃责任,21-3-1 20:50
为什么人家问偏航理由司机不回复啊？,21-3-1 21:54
早日出个调查情况通报吧，不冤枉谁也别委屈了谁🙏🙏🙏,21-3-1 20:49
我之前去长沙出差打的车，司机也是莫名其妙，大半夜把我甩在半路上，话也不说，我问这是到了吗？司机就嗯一下就让我下了车，最后我自己大半夜拖着箱子走了一公里到酒店,21-3-1 21:23
平台应该履行职责，不仅仅是两头拿好处，不担责任的皮包公司。,21-3-1 20:51
作为一个长沙本地女司机，我也不会走导航走的那条路，谁走谁知道，岳麓大道是长沙东西主干道之一，快速路。另外，东方红路前段时间都在修路，提前下快速路就是这条最近了,21-3-1 23:37
最开始是不是说了，货啦啦司机行驶的那条路距离自己家就600米！！！难道不是意图不轨？选择另一条路最起码要经过坐车人的同意吧！,21-3-1 22:52
会不会就是因为司机连续偏航，女孩子就觉得司机很吓人，一时冲动就跳了，没想过跳车的后果这么大，还有就是有时候在环境的作用下，确实会产生一些特别害怕的想法,21-3-1 22:20
肯定要承担啊结果是什么,21-3-1 20:49
出了事才知道整改……,21-3-1 20:51
晚上车速47公里，光线又不好。哪有精力关注副驾驶？眼睛离开超过一秒都会有危险，更别说其他行为。开过车的都懂。司机在女孩跳车后才反应过来很正常，女孩跳车后司机立刻停车报警。最大的责任在货拉拉保障监管缺失。,21-3-1 22:08
为什么这么久了司机为何三次偏航都没说清楚？？？,21-3-1 22:56
微博法官和营销号停一停您的键盘喝复制粘贴键，下结论下的比谁都顺溜，您就是车窗在现场？,21-3-1 21:36
有些女性能不能别老带节奏，你们怎么做到的那么普通又自信呢客观看待，等待警方调查结果不好吗，你们是想靠键盘断案还是靠你们根本没有的美色,21-3-1 23:11
好可惜，搬家时一定对未来的生活很憧憬，结果世事难料,21-3-1 20:49
微博法官们歇歇吧，等等警察的结论吧，你们还真当刑警是吃干饭的？这种级别的货拉拉司机，不是看不起他，进了刑警大队一晚上都用不了就能把小学偷同桌橡皮的事招了！这么久还没有结论只能说明，司机真的没有什么问题！再等等吧，前几天嗷嗷叫的傻子们出来说两句呗！,21-3-2 00:09
或许他不说就永远不可能有人知道或许没隐情永远有人怀疑无解,21-3-1 22:17
和车窗关不关问题不大吧既然都说了是跳车肯定是出了情况才跳车的现在问题就需要查清楚车上司机到底干了什么能让一个成年人不惜跳车逃跑呢,21-3-1 20:54
不做网络法官，不做网络福尔摩斯，尊重事实，相信法律。,21-3-1 20:57
副驾要跳车为什么不减速刹车？,21-3-1 20:53
真的偏航怀疑对方，正常第一时间不是应该用手机报警吗？不报警也应该先联系他人，如果是我，我不会第一反应就跳车。个人观点（女生）,21-3-2 02:16
首先偏航就很奇怪，谁规定了必须走哪一条路？谁又规定了哪条路为正确的路？,21-3-1 21:14
妈的好多人讲风凉话啊，没有设身处地就小嘴一张你说你妈呢可以闭嘴吗请问？有些人的同理心死绝了是吗？,21-3-1 23:31
现在部分女的还真以为自己是什么小仙女，被微博上的女⭕️洗脑了吧，是个男的就要图谋不轨，我估计是这个原因跳车的,21-3-2 01:19
持续关注，太可怕了,21-3-1 20:50
真羡慕男人，哪怕做什么错事都会有一群同性为你们辩护,21-3-2 08:37
一个女孩子，晚上搬家太不安全了……,21-3-1 21:01
大声提醒大家⚠️热搜里频繁求助的是直接甩支付宝二维码筹款的惯犯超级大骗子，利用网友的善良之心骗取钱财大家千万别上当，动动小手举报投诉骗子⚠️⚠️⚠️,21-3-1 23:48
疑罪从无，谁诉讼谁举证,21-3-1 21:13
车速49公里，你知道是什么概念吗，还不怀好意，注意力不集中直接一尸两命了,21-3-1 22:02
复盘在哪里？？？,21-3-1 22:36
正常女孩子偏航不是应该用手机报警或者联系他人吗,21-3-2 02:17
女孩子要保护好自己！！！,21-3-1 20:49
请相关部门重查黑心企业货拉拉,21-3-1 22:07
看了视频感觉是个挺独立的女孩子。。。,21-3-1 20:48
我觉得司机不是无辜的，但一切以证据说话，臆测和情欲不能断案,21-3-1 22:07
那跳车的那一刻，司机为什么不拉一把呢？不赶紧停车？车窗也不大吧，跳车窗那么容易？就算司机心情不好，看到顾客都跳车窗了，这么危险，就这么冷漠吗？不能理解.....,21-3-2 08:22
货拉拉司机在我同事已支付且不知情情况下收了两次停车费，投诉了，但没给任何说法，小事不算事？,21-3-1 21:07
医生说的是多次碰撞？,21-3-1 22:15
估计最后就是过失致人死亡,21-3-1 20:51
这辆车的车窗如此小，之前有营销号为了给司机洗白居然用那种大型车辆的车窗，真好笑。,21-3-2 01:13
医生说头部被连续撞击，我觉得很有可能是司机为了灭口按住女生头部撞击地面导致的。,21-3-2 01:10
司机没说实话,21-3-1 21:56
之前有个新闻一个小姑娘坐出租车闻到车里有奇怪味道，然后自己又正好有点晕就以为司机要害她就跳车了，幸亏没事，司机都吓傻了，这小姑娘要是摔死了，司机估计要被微博枪毙一百回,21-3-1 22:38
平台都不承担责任，要平台干啥，难道只允许平台赚钱？？？,21-3-2 08:34
各位，一定要记得，除非是危及生命的情况，否则不要轻易跳车，跳车真的非常危险不小心就会送命的。在此之前可以做的自保方式非常多，不要选跳车。手机随时开录音功能，做好报警准备。,21-3-1 22:22
心理没问题的话他们应该有交流！女子能做出跳车的做法肯定是司机强制转路或其它不当行为也不可否！！！这个理由显然非常的牵强无理,21-3-1 20:56
车窗未关,21-3-1 22:05
究竟发生了什么，希望能查出真相，还受害人一个公道。,21-3-1 22:25
建议破案思路如下，解决以下几个疑点：一是颅脑受伤多处，均是由从车上跳下来造成的伤害吗？车内有没有其他可能作案工具？要是都是此时车速多少？二是后脑勺着地原因？为何是后脑勺着地；三是女孩跳窗需要一个过程，此时司机在干啥，有没有制止？四是司机偏航的真正原因，此时他与家人和谐程度。,21-3-2 06:25
前几天的报道：司机家属自己都说他们在车上争执了，说司机说话语气可能不好！今天视频里又说司机面对女孩问的两次偏航未说话……到底哪个报道是真实的,21-3-2 07:59
你觉得哪一个女孩会抛弃自己的狗而选择跳出窗外？？,21-3-1 22:20
这个女孩跳车少不了网络上质疑家们责任，滴滴出事肆意炒作，给人造成心理阴影，从而选择极端行为,21-3-2 07:28
说实话，看了这么多天的内容，感觉女孩和司机都有问题。大体能够得出是因为女孩迟到导致司机心情不好，所以在走熟悉路线而偏离导航的时候没有回答女孩为什么自己要这样走。正常情况下，司机走更快的路都会询问我们的，而打车、约人也都会尽量避免迟到。,21-3-2 10:00
心疼女孩,21-3-1 20:49
就只是安全保障咩？,21-3-1 20:50
我最大的疑惑，就是那么大一个人，到底怎么能从车侧窗翻出去,21-3-1 21:07
希望他是个人,21-3-1 21:29
选择相信但惋惜,21-3-1 22:18
微博破案,21-3-2 00:41
怎么从车窗跳车会伤到后脑勺啊，背越式跳窗难度也太大了吧，而且人的保护机制也是当你从不确定的地方往下跳的时候，一般先伸出你的双脚双腿而不是脑袋,21-3-2 02:57
每次都是生命为代价,21-3-2 03:27
三是造成跳车后颅脑多处受伤可能性背后此时车速多少，因为事发该区域人较少，要是天眼能够覆盖到可以调取这期间的大数据，结合司机手机在此期间的定位，测算出此时货车行驶速度，推测颅脑多处受伤的可能性。天眼大数据还有一个帮助，拉货过程中司机是否有停车情况，为何要在一个厂绕上半圈，动机何在？,21-3-2 09:09
看了好可怕,21-3-2 06:49
“单方面认为司机可能图谋不轨然后自己跳车\持刀划伤司机”，这样的案例这几年出了多少了？某些女拳大v和无良媒体成天煽动阴谋论和对立，把被迫害思想往别人脑子里灌，不让人出门不让人穿好看衣服，最后把人吓到跳车，还要吃人家的人血馒头，发被害者的照片继续煽动，酝酿下一次悲剧的发生赚流量,21-3-1 22:53
不知道平台会怎么处理,21-3-1 20:49
货拉拉的车我坐过好几次了，那窗还有手摇的，又小，司机也是看门关好了安全带系好了才发车的，难道暗示人从窗户窜出去吗…,21-3-1 21:01
有侦探出手吗？还一个清白,21-3-1 22:18
头部多个包块。不止一次重创。新闻说的,21-3-1 22:37
以后货拉拉，快狗打车只拉货不拉人,21-3-2 05:39
感觉是司机一声不吭就偏航,21-3-1 21:12
新闻都有点转移注意力，女孩报着什么心情跳窗？司机在开车，为什么不拉方向盘却跳车？为什么没有手机求救？为什么不公布司机审讯内容？一路没有任何监控可以看到车的情况？不合理,21-3-2 00:06
那如果真不是司机故意所害从而导致悲剧的发生，那就真是一场意气用事的普通悲剧了。。。。也就是说归根结底，导致这一结果的可以是一场人性的评判。但却并非单向理解是责任向的评判了。。。,21-3-2 00:18
货拉拉用过一次，收费很不规范，也没有什么安全保障。,21-3-2 08:32
都是出事了才有措施,21-3-2 06:49
司机想把女孩带家里去猥亵是不合理的，视频里他的小区住户跟多，女孩反抗很容易被被周围住户发现，司机不会这么做。会偏航也恰好是因为司机离家近才熟悉哪里有近路，车速47因为没路灯视线不好。感觉就是司机等太久了与女孩发生口角，女孩在被偏航后害怕而跳窗。未及时刹车是司机的责任。以上仅猜测。,21-3-2 08:53
希望警察👮快速破案，还女孩一个公道，逝者安息🙏,21-3-2 09:10
看得我好害怕……,21-3-1 20:48
即使女孩跳窗，司机完全有时间做出拉住或降低车速的行为，那车窗那么小身手得多利索能一瞬跳出去,21-3-2 00:15
真的这些公共平台的车要装摄像头,21-3-2 01:33
有没有可能是语言性骚扰,21-3-2 08:32
我感觉女孩是因为疑司机图谋不轨，跳车的,21-3-2 08:33
男性口嗨的都入刑吧,21-3-2 09:40
不可能自己跳车女的也没精神病,21-3-1 22:09
上次货拉拉摔坏了我的冰箱和打印机，找售后也没有索赔，不了了之,21-3-1 22:15
沟通的重要性，以及夜晚和陌生人一起要拉个人陪,21-3-1 22:27
有没有注意，案发地距离司机家600多米？说实话，第一反应是向下的！逝者安息！愿小狗心理创伤低一些！,21-3-2 00:17
副驾驶门窗未关？？不会是没系安全带。头靠窗一个栽下去头朝地？所以头骨裂了？假设任何一种跳车都不可能是头朝地，因为人惯性！刚开始想着会不会是被司机扔下去的，头朝下。但是车辆一直是行驶中！希望今早查明吧,21-3-2 00:26
每次都是付出血淋淋的代价，才会引起社会重视！期望真相早日浮出水面，还花龄少女一个公道！,21-3-2 06:21
建议警方采取如下思路破案：一是女孩自主跳窗后脑勺着地的合理性？二是论颅脑多处受伤真的均都是因跳窗引起的吗？做个与女孩一样大小重量的模型做做实验，由于重力作用落地一瞬间只可能一个点着地一处受伤，能颅脑多点着地且多处受重伤可能性有多大？要是可能是不是由于其他因素。那其他伤在车上或地上,21-3-2 06:45
会不会是车门没关紧，开半路掉下去了？,21-3-2 07:27
我觉得司机是你爸爸。,21-3-2 07:52
测谎这东西真的存在吗,21-3-2 08:35
但有个问题医生说头皮有很多包块，证明不是一次撞击，可能是多次碰撞造成，这就得找出是怎样多次撞击,21-3-2 08:37
希望能还原事实真相,21-3-1 22:45
我就想点个赞，加点热度，证明有人一直在关注此事。好好的姑娘不能就这样不清不楚的离开了。,21-3-1 23:34
为什么不打电话报警或者求救,21-3-2 01:27
平台有很大的责任,21-3-2 08:28
可惜😔,21-3-1 20:48
尽快还原真象,21-3-1 20:49
偏行或许只是为了少有几个红灯,21-3-1 20:50
关注中,21-3-1 20:54
还是等待警方调查清楚！,21-3-1 20:55
东西在车上，自己就跳车了……不可思议！,21-3-1 20:56
🙏,21-3-1 21:20
闭嘴,21-3-1 22:05
中国的所谓平台，到了必须加强监管的时候了。。平台用没有安全保障的牺牲安全低价影响这个模式该终结了。。呼吁，人大立法,21-3-2 08:21
@就是宋人头,21-3-2 08:57
求真相,21-3-2 09:01
请问女孩有电话求救吗？,21-3-2 09:08
哎,21-3-2 09:38
等事情真相。,21-3-2 10:03
看完了，我就想知道如果是开车门跳车，首先车门没锁死吗？其次这个过程乘客是默默迅速不沟通跳的，导致司机没时间反应？如果是跳窗，这个过程就更长了，甚至钻出去都不怎么好操作，司机没有时间应变问题吗？我想知道司机有急刹等措施吗？目前我觉得货拉拉是其次，司机是重点,21-3-2 10:22
唉😔，很多事情都是事后补救，那为什么事前不能做好？,21-3-2 18:27
有个推测：货拉拉司机偏航多次，女孩在中途询问多次无果，按照群内回复消息和报警时间。以及重复出现在工厂门口两次为基础，司机应该是有其他想法的并且已经对死者实施，死者跳车都没有选择电话联系家人说明手机不在手里，司机拿死者手机报警。唯一的生还就是跳车。多次摔伤可能在车内不得已而跳车。,21-3-2 19:53
晚上搬家，太危险了,21-3-2 08:31
一句“心情不好”所以不想说话。呵呵,21-3-3 09:41
哎，不出事永远得不到关注,21-3-1 20:51
@就是宋人头,21-3-2 00:43
求真相,21-3-2 08:57
请问女孩有电话求救吗？,21-3-2 09:01
哎,21-3-2 09:08
等事情真相。,21-3-2 09:38
看完了，我就想知道如果是开车门跳车，首先车门没锁死吗？其次这个过程乘客是默默迅速不沟通跳的，导致司机没时间反应？如果是跳窗，这个过程就更长了，甚至钻出去都不怎么好操作，司机没有时间应变问题吗？我想知道司机有急刹等措施吗？目前我觉得货拉拉是其次，司机是重点,21-3-2 10:03
唉😔，很多事情都是事后补救，那为什么事前不能做好？,21-3-2 10:22
有个推测：货拉拉司机偏航多次，女孩在中途询问多次无果，按照群内回复消息和报警时间。以及重复出现在工厂门口两次为基础，司机应该是有其他想法的并且已经对死者实施，死者跳车都没有选择电话联系家人说明手机不在手里，司机拿死者手机报警。唯一的生还就是跳车。多次摔伤可能在车内不得已而跳车。,21-3-2 18:27
晚上搬家，太危险了,21-3-2 19:53
晚上光线不好，连续偏航三次，问司机也不说，我一大老爷们都害怕，客观原因司机有很大责任吧,21-3-2 08:31
我就好奇这女孩那只宠物狗当时在干嘛没有叫吗,21-3-2 00:44
会不会是没带安全带，窗台又大开，然后车速过快把女孩甩出去了？因为如果是跳车司机都应该刹车吧，肯定来得及刹车吧？而且三次偏航真的太怪了，女孩不可能是自杀。但是凡事要讲证据，希望真相大白的那一天。,21-3-2 01:15
额我其实有一个猜想，会不会是车门没关严，甩出去的,21-3-2 02:31
可怜的女孩,21-3-2 03:41
强制录音？为什么用户没有选择权，用户应该要有是否录音的权利,21-3-2 03:43
🙏🏻🙏🏻🙏🏻,21-3-2 04:52
所以晚上九点多还是很危险的尽量还是白天搬,21-3-2 06:46
希望早日出通报，坐等结果出来,21-3-2 07:24
担心、或者就是受到人身侵害，所以才跳车，或者不是跳车被司机推下车。。或者跳车是假象。。,21-3-2 07:25
跳车我可以理解，跳窗，怎么跳出去,21-3-1 23:20
确实会害怕。。,21-3-2 00:43
合理定责吧,21-3-1 23:25
我怀疑是有争吵，然后一个左转弯从窗口摔下去的，毕竟座椅离窗户就20厘米。,21-3-1 23:29
这名司机心知肚明,21-3-1 23:39
好吧，持续关注，等着最终调查结果,21-3-1 23:44
指着平台可以，其它无故推测就是浪费智商,21-3-1 23:49
难道真的是偏航导致女孩害怕跳车？只是她没想到后果很严重,21-3-1 23:51
转发微博,21-3-2 00:07
可惜一条人命啊！,21-3-2 00:07
晚上光线不好，连续偏航三次，问司机也不说，我一大老爷们都害怕，客观原因司机有很大责任吧,21-3-2 00:23
司机被刑拘了都不说实话吗,21-3-2 07:24
平台没有相关安全监督措施本来就不对,21-3-2 00:28
继续关注,21-3-1 21:03
平常没有发生问题不重视，觉得都是一些微不足道的小事情不可能发生，这家公司往往发生了问题以后开始重视起来了！,21-3-1 21:10
确实会害怕。。,21-3-1 23:25
合理定责吧,21-3-1 23:29
我怀疑是有争吵，然后一个左转弯从窗口摔下去的，毕竟座椅离窗户就20厘米。,21-3-1 23:39
这名司机心知肚明,21-3-1 23:44
好吧，持续关注，等着最终调查结果,21-3-1 23:49
指着平台可以，其它无故推测就是浪费智商,21-3-1 23:51
难道真的是偏航导致女孩害怕跳车？只是她没想到后果很严重,21-3-2 00:07
可惜一条人命啊！,21-3-2 00:23
医生说，车女士头皮上有好几个（或者是“很多个”？）包块，证明不止一次遭到头部撞击！,21-3-1 21:12
好吓人,21-3-1 21:25
可惜这个年轻的小姑娘！那么积极上进！一条鲜活的人命。可怜了在世的父母了，白人送黑发人。//@TBJYBS67:每一次整改都是人命堆积出来的，平台为什么只想着自己的利益，不想想使用平台的人的安全呢？？,21-3-1 21:32
不管怎么样整改肯定有必要车上录音监控什么的不能少,21-3-1 21:58
继续关注,21-3-1 22:28
原因仍待调查，复的哪门子盘？,21-3-1 22:40
不管怎么样平台都要整改,21-3-1 22:41
司机有问题,21-3-1 22:57
我觉得司机就不是个好人,21-3-1 23:02
我开车从来就不按导航开的…,21-3-2 01:17
我只想知道具体的过程，为什么她会三次偏航，为什么前两次偏航她问了他不回答，为什么她跳车，为什么她都要跳车了他还不停车，为什么，为什么？,21-3-2 02:18
即使司机要走偏僻的路，也要询问客户的意见吧,21-3-2 07:26
能查清楚吗,21-3-1 20:50
货拉拉,21-3-1 20:51
继续关注,21-3-1 20:53
真的蹊跷,21-3-1 20:54
必有蹊跷,21-3-1 20:57
车窗没关有什么责任，我们要明白为什么,21-3-1 20:57
医生说，车女士头皮上有好几个（或者是“很多个”？）包块，证明不止一次遭到头部撞击！,21-3-1 20:58
好吓人,21-3-1 21:12
可惜这个年轻的小姑娘！那么积极上进！一条鲜活的人命。可怜了在世的父母了，白人送黑发人。//@TBJYBS67:每一次整改都是人命堆积出来的，平台为什么只想着自己的利益，不想想使用平台的人的安全呢？？,21-3-1 21:25
不管怎么样整改肯定有必要车上录音监控什么的不能少,21-3-1 21:32
继续关注,21-3-1 21:58
原因仍待调查，复的哪门子盘？,21-3-1 22:28
不管怎么样平台都要整改,21-3-1 22:40
关注中,21-3-1 22:41
哎，不出事永远得不到关注。,21-3-1 22:57
司机必须死刑，杀鸡儆猴，不然以后连锁反应，将来有人想沙人直接开车去偏僻地方作案就行！！！！！！绝对是个大漏洞！这起案件对于社会而言直接起了旗帜作用！！！！！！！！！！！！！,21-3-1 20:58
天居然有很多人觉得司机不按原来的路线走是对的？？？我每次坐滴滴，司机都是按照手机上显示的导航走的，除非我要求他走别的路线，他才会变路线。我还真是第一次听说不和乘客商量就自作主张变换路线的行为,21-3-2 18:46
司机心情不好？这发生了什么？,21-3-3 11:55
之前不是说司机的家在附近吗,21-3-1 22:21
有个重点是女生两次问司机为什么偏航司机都没有回答，要是我我也会害怕,21-3-1 22:22
不要再疑似这疑似那的了，还是早些查明真相吧，,21-3-1 22:23
你看不到题目上写着，当地居民称他们平时也会选择走这条路吗？？？？,21-3-1 22:37
做一个推测，车女士上车后，司机为了多赚几块钱所以故意绕远路。车女士发现问题后询问，司机不好意思回答所以选择沉默，车女士看周围灯光昏暗，司机又默不作声，怀疑司机会加害于她，心生恐惧，情急之下跳车。当然这只是推测，希望警方能查明真相。,21-3-1 22:51
作为长沙人感觉司机走的路问题不大，岳麓大道是无红绿灯的主干道，肯定比从修地铁的那段贼堵车的枫林三路好走，但是之后转入的路因为是工业园的厂区就显得偏僻，司机态度不好，估计妹子就害怕跳车了一个女生在外面，为了安全肯定是宁愿按堵车但是车更多的路线走的。,21-3-1 23:24
说偏航没错的，看看现在滴滴出现偏航是怎么做的。说女生想多了的，想想以前空姐案。平台不完善，司机不规范，却来怪女生心灵不够强大，我就笑了,21-3-1 23:50
一个人跳车，那要多大的心理准备，鼓足多大的勇气。。。不相信司机只是心情不好，没说话，就把这女孩吓成这样，最后不惜跳车。。？坐在自行车上往下跳还得瞄一下呢。说的现实一点，司机知道死无对证，咬死了说自己只是心情不好没理她，她自己误会了就跳车了。,21-3-17 09:28
我自己白天打车司机偏航我都会害怕,21-3-20 21:50
以后影电视剧少放点跳窗跳车跳这跳那缺乏常识的逃生剧情，逃生要理性，考虑自身安全，特别是！有手机就用手机报警啊！,21-3-1 22:46
女孩子，注意保护自己。,21-3-1 23:00
第一，疑罪从无；第二，没证据。个人认为，女孩儿太害怕，被害怕冲昏头脑，一时头脑发热，以为跳车没啥问题，就跳了,21-3-1 23:59
看标题还以为真相大白了呢，看个寂寞,21-3-2 05:17
副驾没系安全带？实际上，我觉得是意外的可能性比较大，在司机本人系安全带的情况下，开车过程中，司机推搡的动作怎么做？影视剧洗脑跳车不死，也是有责任的。至于货拉拉，滴滴当年就是几条人命换来现在对乘客的安全措施，这些平台对人性估计不足,21-3-2 09:00
货拉拉其实和滴滴啊美团啊饿了么，这些性质一样，什么人都可以上岗，也没有什么培训，我反正搬了三次家，司机都会和我说咱们绕一下会错开收费站，给你节省点钱，搬家要不要钱也会说清楚的，这次事件里面绝对有问题，要不然这点小事怎么可能不说呢，平台没有录音摄像头，也要改进，出了事才改进，就晚了,21-3-2 09:58
跳车？跳车有这么容易？特别是从车窗跳，有跳车迹象为何司机不刹车不制动？,21-3-2 10:00
司机必须死刑，杀鸡儆猴，不然以后连锁反应，将来有人想沙人直接开车去偏僻地方作案就行！！！！！！绝对是个大漏洞！这起案件对于社会而言直接起了旗帜作用！！！！！！！！！！！！！,21-3-2 18:46
天居然有很多人觉得司机不按原来的路线走是对的？？？我每次坐滴滴，司机都是按照手机上显示的导航走的，除非我要求他走别的路线，他才会变路线。我还真是第一次听说不和乘客商量就自作主张变换路线的行为,21-3-3 11:55
司机心情不好？这发生了什么？,21-3-1 22:21
之前不是说司机的家在附近吗,21-3-1 22:22
有个重点是女生两次问司机为什么偏航司机都没有回答，要是我我也会害怕,21-3-1 22:23
不要再疑似这疑似那的了，还是早些查明真相吧，,21-3-1 22:37
你看不到题目上写着，当地居民称他们平时也会选择走这条路吗？？？？,21-3-1 22:51
做一个推测，车女士上车后，司机为了多赚几块钱所以故意绕远路。车女士发现问题后询问，司机不好意思回答所以选择沉默，车女士看周围灯光昏暗，司机又默不作声，怀疑司机会加害于她，心生恐惧，情急之下跳车。当然这只是推测，希望警方能查明真相。,21-3-1 23:24
偏航不偏航的另說，就單說跳車那裡沒有剎車痕跡就很奇怪~！,21-3-2 10:21
结果出来了已经，女生质疑偏航，司机不理会想节省时间，没有肢体冲突，女生跳窗，司机未制止，过失致人死亡,21-3-3 10:59
司机必须死刑，或者从重判！杀鸡儆猴，焚书坑儒！不然以后连锁反应，将来有人想沙人直接开车去偏僻地方作案就行！！！！！！绝对是个大漏洞！这起案件对于社会法制风气直接起了旗帜作用！！！！！！！！！！！！！,21-3-2 18:58
垃圾人定律，就是有时候你千万不能跟他较真跟，否则偏执起来杀了你都有可能，我有时候也会据理力争，但了解了这个定律后决定小钱就让它去吧，命没了什么都白搭，太不值了,21-3-3 13:25
情商高的话就不是现在这样了好可惜,21-3-3 16:51
害怕也不用跳车，110打起来,21-3-3 23:07
人家事后积极救助，一看就不是想干那种事的人。城市有些道路灯光暗多正常，又不是山区，好多车过呢,21-3-4 07:29
我有一计，推出女性专用360度无死角的个人监控，全程联网。不知道某些喜欢幻想的女性是否都会购买否则今天货拉拉，明天货嘻嘻，后天又是货哈哈。,21-3-4 12:46
不会有人觉得司机在开车的时候可以对女生侵犯吧？,21-3-5 11:28
太是了,21-3-7 12:46
笑死了,21-3-8 12:40
谁规定只能走一条路呢，打车时，司机走啥路的都有，吓到跳车真的让人有点难理解,21-3-8 22:38
说真的，好多人是不是觉得跳车没有那么危险，这个女生肯定是电视看多了，心里一慌就跳了，但这是很危险的事！别被影视剧误导了！,21-3-2 11:03
不得不说，有些货拉拉的师傅真的辣鸡，到了才坐地起价,21-3-2 11:06
